
8.67466,/home/artoonie/Desktop/ourdata/new1-DSC_0031.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0034.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0035.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0037.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0039.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0046.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0048.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0049.JPG
5.4383,/home/artoonie/Desktop/ourdata/new1-DSC_0055.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0056.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0059.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0060.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0062.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0064.JPG
8.71733,/home/artoonie/Desktop/ourdata/new1-DSC_0067.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0069.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0072.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0073.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0074.JPG
8.69598,/home/artoonie/Desktop/ourdata/new1-DSC_0075.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0076.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0077.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0078.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0079.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0080.JPG
3.85964,/home/artoonie/Desktop/ourdata/new1-DSC_0082.JPG
3.50207,/home/artoonie/Desktop/ourdata/new1-DSC_0083.JPG
3.85964,/home/artoonie/Desktop/ourdata/new1-DSC_0084.JPG
5.2151,/home/artoonie/Desktop/ourdata/new1-DSC_0085.JPG
5.2038,/home/artoonie/Desktop/ourdata/new1-DSC_0086.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0087.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0090.JPG
9,/home/artoonie/Desktop/ourdata/new1-DSC_0091.JPG
